"Data file recorded 2020/11/2  21:18:14"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 36.000,  3.725,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000, -1.000, 80.000, 81.000, 68.000, 50.000, 79.000, 33.670,  1.000,  7.000,  1.000,-940.000
 37.000,  3.828,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000, -1.000, 80.000, 81.000, 70.000, 50.000, 79.000, 33.740,  2.000, 12.000,-20.000,-1015.000
 38.000,  3.930,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 72.000, 60.000, 79.000, 33.680,  2.000, 12.000,  1.000,-1012.000
 39.000,  4.034,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 74.000, 60.000, 79.000, 33.750,  2.000,-18.000,  3.000,-1039.000
 40.000,  4.133,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000, -1.000, 80.000, 81.000, 76.000, 60.000, 79.000, 33.750,  2.000, -4.000, 16.000,-1014.000
 41.000,  4.235,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 78.000, 60.000, 79.000, 33.710,  2.000,  5.000,-20.000,-979.000
 42.000,  4.340,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 80.000, 60.000, 79.000, 33.800,  2.000, -9.000, 17.000,-1015.000
 43.000,  4.439,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 81.000, 60.000, 79.000, 33.730,  2.000, -7.000, -2.000,-949.000
 44.000,  4.541,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 82.000, 60.000, 79.000, 33.790,  2.000,-11.000,-22.000,-977.000
 45.000,  4.654,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 80.000, 81.000, 84.000, 70.000, 79.000, 33.840,  2.000, -4.000, -4.000,-1012.000
 46.000,  4.745,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 85.000, 70.000, 79.000, 33.830,  2.000,  4.000, 10.000,-1036.000
 47.000,  4.847,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 86.000, 70.000, 79.000, 33.850,  3.000,-37.000, 18.000,-960.000
 48.000,  4.949,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 87.000, 70.000, 79.000, 33.850,  3.000,  2.000, 15.000,-999.000
 49.000,  5.052,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 87.000, 70.000, 79.000, 33.860,  3.000, -1.000,-13.000,-965.000
 50.000,  5.153,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 87.000, 70.000, 79.000, 33.820,  3.000,-19.000,  9.000,-1025.000
 51.000,  5.255,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 88.000, 70.000, 79.000, 33.840,  3.000,  7.000, -6.000,-1004.000
 52.000,  5.357,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 88.000, 70.000, 79.000, 33.870,  3.000, 13.000,-29.000,-937.000
 53.000,  5.459,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 89.000, 70.000, 79.000, 33.890,  3.000,-25.000, 34.000,-979.000
 54.000,  5.562,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 90.000, 70.000, 79.000, 33.860,  3.000, 11.000,-20.000,-963.000
 55.000,  5.617,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 82.000, 90.000, 70.000, 79.000, 33.850,  3.000,-10.000,  2.000,-962.000
 56.000,  5.714,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 90.000, 70.000, 79.000, 33.900,  3.000,-14.000, -3.000,-980.000
 57.000,  5.816,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 90.000, 70.000, 79.000, 33.860,  4.000,  4.000, 13.000,-1002.000
 58.000,  5.918,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 89.000, 70.000, 79.000, 33.760,  4.000,  1.000,  3.000,-990.000
 59.000,  6.022,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 89.000, 70.000, 79.000, 33.890,  4.000,-22.000, 33.000,-992.000
 60.000,  6.123,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 89.000, 70.000, 79.000, 33.900,  4.000, -8.000, 24.000,-979.000
 61.000,  6.224,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 88.000, 70.000, 79.000, 33.850,  4.000, -5.000,  7.000,-959.000
 62.000,  6.326,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 88.000, 70.000, 79.000, 33.820,  4.000, -8.000,  0.000,-1034.000
