"Data file recorded 2020/11/3  0:32:33"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 44.000,  4.414,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 82.000, 70.000, 33.000, 37.200,  3.000, -2.000, -1.000,-969.000
 45.000,  4.515,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 83.000, 70.000, 33.000, 37.260,  3.000,  3.000,  1.000,-1013.000
 46.000,  4.616,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 83.000, 70.000, 33.000, 37.140,  3.000,-23.000, 30.000,-964.000
 47.000,  4.719,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 83.000, 70.000, 33.000, 37.250,  3.000,  5.000,-12.000,-1011.000
 48.000,  4.821,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 85.000, 70.000, 33.000, 37.310,  3.000, 10.000, -3.000,-993.000
 49.000,  4.922,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 78.000, 84.000, 70.000, 33.000, 37.200,  3.000,-13.000, 10.000,-972.000
 50.000,  5.025,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 84.000, 70.000, 33.000, 37.170,  3.000,-25.000, 33.000,-968.000
 51.000,  5.127,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 84.000, 70.000, 33.000, 37.240,  3.000, 11.000,-17.000,-1057.000
 52.000,  5.229,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.190,  3.000,  1.000,-12.000,-1007.000
 53.000,  5.330,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.190,  3.000,  4.000,  4.000,-1020.000
 54.000,  5.433,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 84.000, 70.000, 33.000, 37.270,  4.000, 10.000,-34.000,-986.000
 55.000,  5.484,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.200,  4.000,  0.000, 10.000,-1036.000
 56.000,  5.586,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.230,  4.000,-12.000, 24.000,-1005.000
 57.000,  5.687,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.160,  4.000,-15.000,  7.000,-977.000
 58.000,  5.790,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 85.000, 70.000, 33.000, 37.240,  4.000, 13.000,-30.000,-1020.000
 59.000,  5.896,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 84.000, 70.000, 33.000, 37.180,  4.000,  0.000,  4.000,-1016.000
 60.000,  5.994,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 83.000, 70.000, 33.000, 37.240,  4.000,-15.000, 12.000,-1000.000
 61.000,  6.096,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 83.000, 70.000, 33.000, 37.250,  4.000, 12.000,-28.000,-1004.000
 62.000,  6.200,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 83.000, 70.000, 33.000, 37.230,  4.000, -6.000, 27.000,-997.000
 63.000,  6.301,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 82.000, 70.000, 33.000, 37.230,  4.000,  4.000, -8.000,-966.000
 64.000,  6.401,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 82.000, 70.000, 33.000, 37.180,  5.000,-13.000, 20.000,-1026.000
 65.000,  6.503,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 81.000, 70.000, 33.000, 37.190,  5.000, 16.000,-31.000,-1028.000
 66.000,  6.606,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 81.000, 70.000, 33.000, 37.180,  5.000, 21.000, -2.000,-1016.000
 67.000,  6.708,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 81.000, 70.000, 33.000, 37.210,  5.000, -9.000, -5.000,-1032.000
 68.000,  6.813,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 80.000, 70.000, 33.000, 37.200,  5.000,  0.000, -7.000,-997.000
 69.000,  6.911,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 75.000, 77.000, 80.000, 70.000, 33.000, 37.200,  5.000,  7.000,-24.000,-956.000
